Wall time,Step,Value
1774943171.5992584,65,1.0
1774943171.83469,66,1.0
1774944161.5689085,1,0.0
1774944163.1636086,2,0.0
1774944166.1221807,3,0.0
1774944166.4165742,4,0.0
1774944169.3812404,5,0.0
1774944170.969095,6,0.0
1774944172.5577123,7,0.0
1774944174.140591,8,0.0
1774944175.7221217,9,0.0
1774944177.2966888,10,0.0
1774944178.8933103,11,0.0
1774944180.4614239,12,0.0
1774944182.0373497,13,0.0
1774944183.6297314,14,0.0
1774944183.870691,15,0.0
1774944186.7611845,16,0.0
1774944188.3454611,17,0.0
1774944189.9010935,18,0.0
1774944191.4692705,19,0.0
1774944191.7010124,20,0.0
1774944193.2727637,21,0.0
1774944194.8218062,22,0.0
1774944197.7108746,23,0.0
1774944197.9614358,24,0.0
1774944200.830847,25,0.0
1774944202.3977385,26,0.0
1774944203.9484458,27,0.0
1774944205.4934206,28,0.0
1774944208.3686354,29,0.0
1774944211.2453768,30,0.0
1774944214.1152835,31,0.0
1774944216.984256,32,0.0
1774944220.2943418,33,0.0
1774944252.5242233,34,1.0
1774944252.8072586,35,1.0
1774944253.0621018,36,1.0
1774944253.2995002,37,1.0
1774944253.5408459,38,1.0
1774944253.782305,39,1.0
1774944254.0264711,40,1.0
1774944254.2584236,41,1.0
1774944254.4893742,42,1.0
1774944254.7211952,43,1.0
1774944254.9564302,44,1.0
1774944255.190589,45,1.0
1774944255.4369624,46,1.0
1774944255.6853614,47,1.0
1774944255.9243035,48,1.0
1774944256.172378,49,1.0
1774944256.4250548,50,1.0
1774944256.6947265,51,1.0
1774944256.9477575,52,1.0
1774944257.1936572,53,1.0
1774944257.4443057,54,1.0
1774944257.6861434,55,1.0
1774944257.939518,56,1.0
1774944258.1712186,57,1.0
1774944258.412113,58,1.0
1774944258.6458604,59,1.0
1774944258.8826272,60,1.0
1774944259.114141,61,1.0
1774944259.3447168,62,1.0
1774944259.6026611,63,1.0
1774944259.8403423,64,1.0
1774944260.0978239,65,1.0
1774944260.3535347,66,1.0
1774944291.4742815,67,2.0
1774944291.784795,68,2.0
1774944292.0543568,69,2.0
1774944292.2958548,70,2.0
1774944292.53631,71,2.0
1774944292.7775555,72,2.0
1774944293.0162876,73,2.0
1774944293.2460372,74,2.0
1774944293.4992023,75,2.0
1774944293.7355344,76,2.0
1774944293.9697552,77,2.0
1774944294.2138016,78,2.0
1774944294.452856,79,2.0
1774944294.7060492,80,2.0
1774944294.9458716,81,2.0
1774944295.1804001,82,2.0
1774944295.4210217,83,2.0
1774944295.6577375,84,2.0
1774944295.894404,85,2.0
1774944296.1404502,86,2.0
1774944296.3702629,87,2.0
1774944296.613236,88,2.0
1774944296.8546424,89,2.0
1774944297.092603,90,2.0
1774944297.3265588,91,2.0
1774944297.5566099,92,2.0
1774944297.7832584,93,2.0
1774944298.0192993,94,2.0
1774944298.2509866,95,2.0
1774944298.4982886,96,2.0
1774944298.7245781,97,2.0
1774944298.9674191,98,2.0
1774944299.1976302,99,2.0
