Wall time,Step,Value
1775643563.8537047,1,2.3083038330078125
1775643565.6231456,2,2.1930465698242188
1775643568.7073805,3,2.0764148235321045
1775643568.9917989,4,2.0696187019348145
1775643572.0245876,5,2.061289072036743
1775643573.6560445,6,2.102324962615967
1775643575.3482633,7,2.1060619354248047
1775643577.040374,8,2.017122507095337
1775643578.707344,9,2.081778049468994
1775643580.3838716,10,2.0866267681121826
1775643582.0287251,11,2.0289807319641113
1775643583.741907,12,2.014644145965576
1775643585.4054792,13,1.9904179573059082
1775643587.082404,14,2.016890287399292
1775643587.4067366,15,2.1168999671936035
1775643590.4040003,16,2.0033388137817383
1775643592.053092,17,1.925681710243225
1775643593.701505,18,1.9415138959884644
1775643595.381682,19,2.080319881439209
1775643595.6337206,20,2.051128387451172
1775643597.2361884,21,1.9221608638763428
1775643598.9404786,22,2.089803695678711
1775643602.0373366,23,1.9866307973861694
1775643602.2728665,24,2.044036626815796
1775643605.3065689,25,2.0684664249420166
1775643606.8967738,26,1.9840974807739258
1775643608.5005553,27,2.0157675743103027
1775643610.1168213,28,2.0825035572052
1775643613.449381,29,2.0717623233795166
1775643616.4756615,30,1.8997496366500854
1775643619.5126874,31,2.064105987548828
1775643622.5741594,32,2.0059285163879395
1775643625.9138448,33,1.9057785272598267
1775643655.5798743,34,1.9931466579437256
1775643655.841089,35,1.980172038078308
1775643656.0827012,36,1.9690933227539062
1775643656.3123085,37,1.9805009365081787
1775643656.565881,38,1.9190353155136108
1775643656.8239348,39,1.9248229265213013
1775643657.0636764,40,1.957853078842163
1775643657.2961113,41,1.9537522792816162
1775643657.513664,42,1.8877382278442383
1775643657.7372856,43,1.9275819063186646
1775643657.9414563,44,1.7994340658187866
1775643658.1619582,45,1.906421184539795
1775643658.4157844,46,1.89881432056427
1775643658.6355796,47,1.9009828567504883
1775643658.8863773,48,1.8642760515213013
1775643659.131787,49,1.8755651712417603
1775643659.3631701,50,1.9521344900131226
1775643659.590546,51,1.8097119331359863
1775643659.8378215,52,1.9987956285476685
1775643660.0450912,53,1.9093449115753174
1775643660.2516034,54,1.8816941976547241
1775643660.4621499,55,1.805356740951538
1775643660.6883626,56,2.005671501159668
1775643660.90632,57,1.9457452297210693
1775643661.1299117,58,1.9781826734542847
1775643661.3623888,59,1.9300681352615356
1775643661.5817263,60,2.004720687866211
1775643661.7969275,61,1.879212498664856
1775643662.0070722,62,1.9045143127441406
1775643662.2100213,63,1.9858119487762451
1775643662.4262927,64,2.0461807250976562
1775643662.6464925,65,1.896838665008545
1775643662.8670125,66,1.8672888278961182
1775643691.068297,67,1.85110342502594
1775643691.3680003,68,1.9176340103149414
1775643691.640146,69,1.8659271001815796
1775643691.8751721,70,1.8532130718231201
1775643692.0848413,71,1.862078309059143
1775643692.3003368,72,1.8056315183639526
1775643692.534111,73,1.82709801197052
1775643692.768499,74,1.8960624933242798
1775643693.003665,75,1.8604873418807983
1775643693.2436945,76,1.756486177444458
1775643693.49153,77,1.7655115127563477
1775643693.7578464,78,1.7067419290542603
1775643693.9961348,79,1.8047007322311401
1775643694.2535496,80,1.7836885452270508
1775643694.5033596,81,1.7963080406188965
1775643694.7508423,82,1.7539916038513184
1775643695.0094843,83,1.8203457593917847
1775643695.2466106,84,1.8096843957901
1775643695.5043726,85,1.8191357851028442
1775643695.7568269,86,1.7384159564971924
1775643696.0252147,87,1.7624989748001099
1775643696.2759464,88,1.7419190406799316
1775643696.5286784,89,1.8929857015609741
1775643696.7797585,90,1.8642514944076538
1775643697.0421507,91,1.8228480815887451
1775643697.3078659,92,1.8534462451934814
1775643697.572967,93,1.8424444198608398
1775643697.825182,94,1.8435527086257935
1775643698.0812383,95,1.8104302883148193
1775643698.33614,96,1.901305913925171
1775643698.5996773,97,1.947624683380127
1775643698.8553169,98,1.762294054031372
1775643699.1210349,99,1.7259620428085327
