Wall time,Step,Value
1774948659.1259484,1,3.2053239345550537
1774948660.222554,2,2.7479841709136963
1774948662.2953594,3,2.3977012634277344
1774948662.5476515,4,2.385349750518799
1774948664.6121972,5,2.4388041496276855
1774948665.7081382,6,2.4415957927703857
1774948666.8175159,7,2.363995313644409
1774948667.9212759,8,2.3328287601470947
1774948669.0353112,9,2.402611494064331
1774948670.150412,10,2.361187219619751
1774948671.294173,11,2.469259738922119
1774948672.4095862,12,2.278439521789551
1774948673.539959,13,2.2366130352020264
1774948674.6914537,14,2.2276511192321777
1774948674.909301,15,2.3495283126831055
1774948676.9467523,16,2.388608694076538
1774948678.073431,17,2.2945148944854736
1774948679.2030487,18,2.4075610637664795
1774948680.3052547,19,2.3951964378356934
1774948680.5123112,20,2.448885917663574
1774948681.6450248,21,2.3964078426361084
1774948682.8005052,22,2.3710122108459473
1774948685.489395,23,2.323827028274536
1774948685.7185984,24,2.266209125518799
1774948688.2446034,25,2.4561355113983154
1774948689.6930842,26,2.4767510890960693
1774948691.1540976,27,2.471428394317627
1774948692.593128,28,2.4628260135650635
1774948695.2845638,29,2.3927161693573
1774948697.9438334,30,2.3280768394470215
1774948700.6202207,31,2.3711984157562256
1774948702.9464402,32,2.5109307765960693
1774948706.0466,33,2.5460402965545654
1774948732.6610823,34,2.969480276107788
1774948732.990041,35,2.8331453800201416
1774948733.243874,36,2.77335262298584
1774948733.484579,37,2.681910514831543
1774948733.7303412,38,2.694460153579712
1774948733.9721136,39,2.905585765838623
1774948734.2065194,40,2.7604787349700928
1774948734.4284153,41,2.6273934841156006
1774948734.663105,42,2.622847557067871
1774948734.8908527,43,2.7225122451782227
1774948735.136102,44,2.790085554122925
1774948735.374478,45,2.6075360774993896
1774948735.600124,46,2.716758966445923
1774948735.8302891,47,2.647184371948242
1774948736.0665278,48,2.7748706340789795
1774948736.3007252,49,2.737812042236328
1774948736.5294583,50,2.8492684364318848
1774948736.7677429,51,2.906264543533325
1774948736.9998147,52,2.8583803176879883
1774948737.2333648,53,3.0601654052734375
1774948737.4631958,54,3.028578758239746
1774948737.6883407,55,2.8085920810699463
1774948737.9144921,56,2.860527515411377
1774948738.143726,57,2.6119227409362793
1774948738.370719,58,2.718904495239258
1774948738.5964797,59,2.9189817905426025
1774948738.8228965,60,2.9075734615325928
1774948739.043079,61,2.798206329345703
1774948739.2599401,62,2.6515161991119385
1774948739.486571,63,2.6609504222869873
1774948739.722931,64,2.6659042835235596
1774948739.9549093,65,2.783083438873291
1774948740.1786888,66,2.677036762237549
1774948769.4112706,67,3.2858827114105225
1774948769.7536364,68,3.173452377319336
1774948769.9936259,69,3.1229825019836426
1774948770.2284942,70,3.1560652256011963
1774948770.4623618,71,3.1356093883514404
1774948770.6896043,72,3.350212812423706
1774948770.9196675,73,3.155629873275757
1774948771.1386244,74,3.2613723278045654
1774948771.365576,75,3.150174379348755
1774948771.6041698,76,3.439497232437134
1774948771.8475091,77,3.125971794128418
1774948772.0800185,78,3.214590311050415
1774948772.305029,79,3.004600763320923
1774948772.5421083,80,3.24562668800354
1774948772.7718267,81,3.2441017627716064
1774948773.0009625,82,3.257258653640747
1774948773.2210438,83,3.341371536254883
1774948773.4454567,84,3.351691484451294
1774948773.6625075,85,3.5959489345550537
1774948773.8892052,86,3.661830425262451
1774948774.130611,87,3.6978561878204346
1774948774.3688152,88,3.535797357559204
1774948774.601983,89,3.4614124298095703
1774948774.8488944,90,3.185244560241699
1774948775.0898144,91,3.457484483718872
1774948775.3183186,92,3.360435962677002
1774948775.5496633,93,3.807084083557129
1774948775.7742958,94,3.3228838443756104
1774948775.9978938,95,3.2363805770874023
1774948776.2276576,96,3.3743371963500977
1774948776.4652033,97,3.2210376262664795
1774948776.690737,98,3.371474266052246
1774948776.9261663,99,3.2786026000976562
