Wall time,Step,Value
1774613383.052389,34,0.13132941722869873
1774613417.1903207,67,0.134856715798378
1774943135.599698,34,0.12075284868478775
1774943175.7517607,67,0.13137347996234894
1774944224.00713,34,0.11918899416923523
1774944264.1373854,67,0.13106143474578857
1774944303.127623,100,0.14330604672431946
