Wall time,Step,Value
1774613332.3135502,1,3.453836679458618
1774613333.908294,2,3.282665967941284
1774613336.8433928,3,2.803267002105713
1774613337.1406093,4,2.8654873371124268
1774613340.061548,5,3.1297719478607178
1774613341.6475596,6,3.061645746231079
1774613343.2205687,7,2.8845908641815186
1774613344.787828,8,2.9835474491119385
1774613346.3696804,9,2.7839882373809814
1774613347.9223406,10,2.811605453491211
1774613349.1018991,11,3.002014398574829
1774613350.238075,12,2.8243649005889893
1774613351.379734,13,2.7539405822753906
1774613352.5231903,14,2.657243490219116
1774613352.7265854,15,2.92193865776062
1774613354.821663,16,2.9038519859313965
1774613355.9836786,17,2.955842971801758
1774613357.1474714,18,2.96112322807312
1774613358.3111513,19,3.065248489379883
1774613358.5201588,20,2.8722288608551025
1774613359.6823761,21,2.8904507160186768
1774613360.8296545,22,2.89235258102417
1774613362.928205,23,2.8631362915039062
1774613363.1360338,24,2.8369498252868652
1774613365.247543,25,3.208702564239502
1774613366.4089487,26,2.9524850845336914
1774613367.5489264,27,3.20481014251709
1774613368.709723,28,2.988400936126709
1774613370.79674,29,2.9774651527404785
1774613372.8876753,30,2.959412097930908
1774613374.9929583,31,3.0628628730773926
1774613377.0764785,32,3.1236495971679688
1774613379.9326978,33,3.1816279888153076
1774613407.0683382,34,3.3118398189544678
1774613407.3523283,35,3.2422287464141846
1774613407.5754342,36,3.0652730464935303
1774613407.7972128,37,3.1931538581848145
1774613408.0192459,38,3.2392489910125732
1774613408.2419603,39,3.1970279216766357
1774613408.4601278,40,3.3691556453704834
1774613408.6744442,41,3.356797456741333
1774613408.88676,42,3.2628796100616455
1774613409.1046412,43,3.2021596431732178
1774613409.3250294,44,3.2930781841278076
1774613409.534916,45,3.172999620437622
1774613409.7515557,46,3.496699810028076
1774613409.9608345,47,3.1326818466186523
1774613410.1772091,48,3.578646183013916
1774613410.3839116,49,3.4156973361968994
1774613410.5989685,50,3.4885032176971436
1774613410.8383882,51,3.621195077896118
1774613411.0647109,52,3.4198098182678223
1774613411.2789967,53,3.635829448699951
1774613411.4928896,54,3.6352784633636475
1774613411.7114003,55,3.3419344425201416
1774613411.92665,56,3.535524606704712
1774613412.1413918,57,3.2798209190368652
