Wall time,Step,Value
1774948659.1260183,1,0.11758584529161453
1774948660.2227187,2,0.12937434017658234
1774948662.2954137,3,0.13854166865348816
1774948662.548236,4,0.1417004019021988
1774948664.6123376,5,0.1326315850019455
1774948665.7087905,6,0.16410256922245026
1774948666.8176117,7,0.139860138297081
1774948667.9218059,8,0.14906832575798035
1774948669.0358384,9,0.13401015102863312
1774948670.1505919,10,0.15136225521564484
1774948671.294672,11,0.14090430736541748
1774948672.4096918,12,0.15670102834701538
1774948673.5400631,13,0.13953489065170288
1774948674.6915057,14,0.163654625415802
1774948674.9094522,15,0.122023805975914
1774948676.9468038,16,0.15145228803157806
1774948678.0734825,17,0.1656504124403
1774948679.2034502,18,0.14656032621860504
1774948680.30531,19,0.1331203430891037
1774948680.5124002,20,0.1439075618982315
1774948681.6450756,21,0.1474558711051941
1774948682.8005888,22,0.13729508221149445
1774948685.4894838,23,0.11699999868869781
1774948685.7186885,24,0.144841268658638
1774948688.244691,25,0.14861996471881866
1774948689.6931858,26,0.14374352991580963
1774948691.154194,27,0.14488348364830017
1774948692.5932221,28,0.14185814559459686
1774948695.2846494,29,0.14693446457386017
1774948697.9439232,30,0.14198161661624908
1774948700.620317,31,0.14531753957271576
1774948702.9465275,32,0.15723982453346252
1774948706.046694,33,0.14025086164474487
1774948732.6612132,34,0.17005348205566406
1774948732.9901443,35,0.1631578952074051
1774948733.2439697,36,0.1166500523686409
1774948733.4846709,37,0.14908722043037415
1774948733.7304337,38,0.1204819306731224
1774948733.9722104,39,0.1706308126449585
1774948734.2066169,40,0.1495983898639679
1774948734.4285033,41,0.15057113766670227
1774948734.6632001,42,0.17497456073760986
1774948734.8909411,43,0.1935807466506958
1774948735.1361935,44,0.19727177917957306
1774948735.3745747,45,0.1682243049144745
1774948735.6002162,46,0.15800203382968903
1774948735.83038,47,0.1270161271095276
1774948736.0666258,48,0.13672654330730438
1774948736.3008263,49,0.1549738198518753
1774948736.5295494,50,0.13931888341903687
1774948736.767838,51,0.1989847719669342
1774948736.9999056,52,0.1428571492433548
1774948737.233457,53,0.14825870096683502
1774948737.4632895,54,0.19494204223155975
1774948737.6884348,55,0.15233160555362701
1774948737.9145868,56,0.13034623861312866
1774948738.1438248,57,0.1449851095676422
1774948738.370812,58,0.13621963560581207
1774948738.5965755,59,0.1585993766784668
1774948738.8229935,60,0.14400805532932281
1774948739.043169,61,0.15879827737808228
1774948739.2600298,62,0.1607883870601654
1774948739.486665,63,0.12840043008327484
1774948739.7230248,64,0.1217481791973114
1774948739.9550042,65,0.17777778208255768
1774948740.178786,66,0.19552414119243622
1774948769.4115179,67,0.1882352977991104
1774948769.7537413,68,0.16526316106319427
1774948769.9937236,69,0.13459621369838715
1774948770.2285862,70,0.1480730175971985
1774948770.4624784,71,0.14558233320713043
1774948770.6896956,72,0.16546018421649933
1774948770.9199584,73,0.15662650763988495
1774948771.1387148,74,0.1547248214483261
1774948771.3656638,75,0.18819938600063324
1774948771.6042638,76,0.1775325983762741
1774948771.8476117,77,0.18153201043605804
1774948772.0801115,78,0.2066458910703659
1774948772.305121,79,0.1457696259021759
1774948772.5422027,80,0.14818547666072845
1774948772.7719185,81,0.16167664527893066
1774948773.0010543,82,0.1717277467250824
1774948773.2211368,83,0.1558307558298111
1774948773.4455457,84,0.1502538025379181
1774948773.662595,85,0.19780220091342926
1774948773.8893163,86,0.1711442768573761
1774948774.1307037,87,0.18229715526103973
1774948774.368909,88,0.17098446190357208
1774948774.6020741,89,0.1384928673505783
1774948774.8489866,90,0.14995034039020538
1774948775.0899208,91,0.16050685942173004
1774948775.3184159,92,0.15447992086410522
1774948775.549767,93,0.15709969401359558
1774948775.7743983,94,0.16201716661453247
1774948775.9979863,95,0.16804979741573334
1774948776.2277513,96,0.14145810902118683
1774948776.4652967,97,0.1217481791973114
1774948776.6909108,98,0.190476194024086
1774948776.926258,99,0.20730270445346832
